Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
Detroit,2,0,11,2018,Arizona State,1,11,Syracuse,1,1,0.645,15.01,6.81,0.444444444,83.51612903,75.32258065,27.96774194,60.22580645,0.464,8.935483871,24.51612903,0.364,18.64516129,25.25806452,9.903225806,35.25806452,14.16129032,6.580645161,3.580645161,10.74193548,18.87096774,0.606,12.25,9.25,0.444444444,67.54545455,64.54545455,22.75757576,54.42424242,0.418,5.848484848,18.21212121,0.321,16.18181818,21.87878788,12.09090909,37.36363636,10.96969697,7.242424242,5.545454545,12.54545455,16.3030303
Boise,2,2,12,2018,Davidson,0,13,Buffalo,0,0,0.656,11.24,2.37,0.722222222,76.4375,67.5625,27.34375,56.65625,0.483,10.6875,27.3125,0.391,11.0625,13.875,6.8125,32.8125,16.84375,4.78125,1.96875,9.5625,15.03125,0.71,13.27,7.14,0.611111111,74.16129032,68.03225806,27.41935484,59.09677419,0.464,7.838709677,21.58064516,0.363,11.41935484,17.22580645,9.967741935,34.83870968,13.32258065,6.548387097,3.967741935,11.32258065,16.29032258
Nashville,0,2,16,2018,North Carolina Central,0,16,Texas Southern,0,0,0.559,-12.62,-12.3,0.5625,72.76470588,69.44117647,27.29411765,58.55882353,0.466,6.235294118,18.41176471,0.339,11.94117647,17.38235294,11.55882353,38.02941176,15.73529412,5.117647059,3.382352941,14.11764706,18.58823529,0.441,-7.93,-5.84,0.666666667,77.64705882,79.73529412,25.82352941,58.5,0.441,7.823529412,21.52941176,0.363,18.17647059,25.29411765,10.29411765,36.14705882,12.26470588,5.588235294,3.911764706,12.58823529,17.61764706
"Pittsburgh, PA",1,0,16,2018,Long Istand University,0,16,Radford,0,0,0.529,-8.07,-7.95,0.555555556,77.5,76.55882353,26.94117647,58.97058824,0.457,8,23.20588235,0.345,15.61764706,22.44117647,10.67647059,38.08823529,12.61764706,5.617647059,3.264705882,14.14705882,19.64705882,0.647,-2.8,-4.86,0.666666667,67.35294118,64.35294118,23.58823529,55.35294118,0.426,7.735294118,22.11764706,0.35,12.44117647,17.20588235,11.52941176,34.55882353,12.20588235,6.294117647,2.941176471,12.14705882,16.35294118
Boise,2,2,4,2018,Gonzaga,0,5,Ohio State,1,1,0.882,19.43,2.05,0.944444444,84.5,67.11764706,30.85294118,61.32352941,0.503,9.088235294,24.29411765,0.374,13.70588235,18.97058824,11.05882353,39.91176471,15.73529412,6.441176471,3.705882353,11.29411765,17.02941176,0.794,4.48,-4.32,0.833333333,73.47058824,62.38235294,26.35294118,59,0.447,9.647058824,26.88235294,0.359,11.11764706,15.85294118,11.88235294,37.11764706,14.11764706,7.735294118,3.852941176,13.76470588,18.47058824
"San Diego, CA",2,2,4,2018,Wichita State,0,5,West Virginia,1,1,0.781,17.53,5.87,0.777777778,83,71.34375,29.0625,60.75,0.478,9.125,23.6875,0.385,15.75,21.34375,12.15625,40.34375,18.53125,4.6875,3.9375,11.5625,17.5625,0.839,7.19,-4.16,0.888888889,78.93548387,65.5483871,27.38709677,56.51612903,0.485,8.516129032,22.4516129,0.379,15.64516129,21.41935484,10.5483871,37.09677419,14.80645161,6.806451613,3.161290323,11.87096774,17.32258065
"San Diego, CA",2,2,4,2018,Auburn,1,5,Clemson,1,1,0.781,17.53,7.47,0.722222222,83.375,73.3125,27.125,61.78125,0.439,9.75,26.625,0.366,19.375,24.65625,12.125,38.1875,14.4375,7.4375,5.40625,12.28125,19.84375,0.848,9.48,-1.39,0.857142857,75.87878788,63.75757576,28.45454545,61.87878788,0.46,7.545454545,22.66666667,0.333,11.42424242,17.75757576,12.6969697,41.45454545,14.15151515,5.636363636,3.060606061,12.66666667,17.90909091
"San Diego, CA",2,2,4,2018,Wichita State,0,12,Murray State,0,1,0.781,17.53,5.87,0.777777778,83,71.34375,29.0625,60.75,0.478,9.125,23.6875,0.385,15.75,21.34375,12.15625,40.34375,18.53125,4.6875,3.9375,11.5625,17.5625,0.706,3.61,-0.91,0.666666667,84.26470588,78.82352941,29.17647059,62.20588235,0.469,10.02941176,28.35294118,0.354,15.88235294,20.70588235,8.058823529,36.23529412,17.20588235,6.852941176,5.823529412,13.20588235,17.23529412
"San Diego, CA",1,1,4,2018,Auburn,1,12,New Mexico State,0,1,0.781,17.53,7.47,0.722222222,83.375,73.3125,27.125,61.78125,0.439,9.75,26.625,0.366,19.375,24.65625,12.125,38.1875,14.4375,7.4375,5.40625,12.28125,19.84375,0.788,1.62,-3.8,0.777777778,75.09090909,68.75757576,25.81818182,56.18181818,0.46,7.696969697,21.18181818,0.363,15.75757576,20.75757576,8.484848485,33,11.42424242,5.181818182,3.606060606,9.636363636,16.36363636
Boise,2,2,5,2018,Ohio State,1,13,UNC Green,0,1,0.75,18.1,8.97,0.833333333,75.8125,66.6875,27.9375,57.5625,0.485,6.75,19.125,0.353,13.1875,18.15625,9.65625,36.6875,14.75,6.03125,3.96875,11.8125,17.375,0.824,7.14,-0.59,0.928571429,84.85294118,74.05882353,28.79411765,61.29411765,0.47,10.61764706,26.35294118,0.403,16.64705882,21.91176471,8.882352941,38.85294118,13.5,4.970588235,2.294117647,10,16.08823529
Wichita,2,2,12,2018,South Dakota State,0,13,UNC Green,0,0,0.824,7.14,-0.59,0.928571429,84.85294118,74.05882353,28.79411765,61.29411765,0.47,10.61764706,26.35294118,0.403,16.64705882,21.91176471,8.882352941,38.85294118,13.5,4.970588235,2.294117647,10,16.08823529,0.788,16.38,3.87,0.777777778,77.42424242,64.90909091,27.57575758,59.18181818,0.466,8.636363636,22.33333333,0.387,13.63636364,19.03030303,11.84848485,38.51515152,14.90909091,6.424242424,3.121212121,12.15151515,21
Dallas,2,2,5,2018,West Virginia,1,13,Marshall,0,1,0.706,20.17,9.55,0.611111111,79.61764706,69,27.76470588,64,0.434,8.794117647,24.91176471,0.353,15.29411765,19.97058824,14,37.91176471,15.05882353,8.029411765,5.264705882,11.32352941,21.32352941,0.625,16.81,10.19,0.611111111,76.0625,69.4375,26.28125,60.53125,0.434,9.125,24.3125,0.375,14.375,20,10.78125,35.125,12.96875,6.84375,4.71875,9.84375,17.25
"San Diego, CA",2,2,5,2018,Clemson,1,13,Charleston,0,1,0.719,16.51,9.04,0.611111111,73.28125,65.8125,25.28125,55.8125,0.453,8.3125,22.6875,0.366,14.40625,19.03125,8.9375,35.5,13.1875,5.6875,4.84375,12.09375,16,0.788,1.62,-3.8,0.777777778,75.09090909,68.75757576,25.81818182,56.18181818,0.46,7.696969697,21.18181818,0.363,15.75757576,20.75757576,8.484848485,33,11.42424242,5.181818182,3.606060606,9.636363636,16.36363636
Dallas,2,2,2,2018,Cincinnati,0,7,Nevada,0,0,0.882,20.86,3.54,0.888888889,74.47058824,57.14705882,26.26470588,58,0.453,7.294117647,20.44117647,0.357,14.64705882,21.32352941,13.05882353,38.91176471,15.97058824,7.294117647,5.529411765,11.44117647,15.73529412,0.735,0.74,-4.42,0.777777778,72.14705882,65.70588235,25.11764706,57.61764706,0.436,6.852941176,20.05882353,0.342,15.05882353,21,10.17647059,36.32352941,13.26470588,6.647058824,2.205882353,13.11764706,15.91176471
"Pittsburgh, PA",2,2,2,2018,North Carolina,1,7,Texas A&M,1,1,0.714,21.29,12.44,0.611111111,81.97142857,73.11428571,29.94285714,65.11428571,0.46,8.285714286,22.74285714,0.364,13.8,18.62857143,14.05714286,42.48571429,18.2,5.628571429,4.2,12.05714286,15.71428571,0.656,14.88,6.91,0.555555556,79.71875,71.75,28.15625,56.59375,0.498,8.75,22.71875,0.385,14.65625,20.65625,7.375,33,16.5,5.75,2.28125,11.90625,15.6875
Detroit,0,0,2,2018,Purdue,1,7,Arkansas,1,1,0.824,24.14,8.64,0.833333333,81.14705882,65.64705882,28.17647059,56.70588235,0.497,9.588235294,22.82352941,0.42,15.20588235,20.47058824,8.441176471,35.02941176,16.70588235,5.823529412,5.029411765,10.67647059,15.52941176,0.606,16.44,10.11,0.5,79.12121212,72.78787879,29.21212121,61.84848485,0.472,8.181818182,23,0.356,12.51515152,16.24242424,9.181818182,34.09090909,14,6.727272727,2.939393939,11.18181818,18.24242424
"Pittsburgh, PA",1,1,2,2018,Duke,1,7,Rhode Island,0,0,0.788,25,9.91,0.722222222,84.6969697,69.60606061,30.54545455,61.93939394,0.493,8.303030303,21.96969697,0.378,15.3030303,21.60606061,13.54545455,41.78787879,17.51515152,7.515151515,5.363636364,12.60606061,15.60606061,0.581,14.41,10.89,0.444444444,85.16129032,81.64516129,29.83870968,64.29032258,0.464,9.548387097,26.29032258,0.363,15.93548387,21.29032258,10.35483871,37.90322581,15.06451613,6.580645161,4.709677419,13.35483871,17.19354839
Nashville,0,0,1,2018,Xavier,1,8,Missouri,1,1,0.848,19.63,9.84,0.833333333,84.27272727,74.48484848,28.87878788,58.84848485,0.491,7.818181818,21.18181818,0.369,18.6969697,23.66666667,9.757575758,38.39393939,16.63636364,5.848484848,2.939393939,12.42424242,16.90909091,0.645,14.97,7.68,0.5,81.77419355,74.48387097,29.22580645,61.67741935,0.474,8,22.77419355,0.351,15.25806452,22.29032258,11.70967742,38.03225806,15.25806452,6.709677419,5.161290323,13,18.25806452
"Pittsburgh, PA",0,0,1,2018,Villanova,1,8,Virginia Tech,1,1,0.882,25.69,9.51,0.777777778,87.05882353,70.88235294,31.02941176,61.52941176,0.504,11.41176471,28.67647059,0.398,13.58823529,17.61764706,9.382352941,35.52941176,16.67647059,6.676470588,3.970588235,10.35294118,15.85294118,0.559,12.95,10.56,0.444444444,72.35294118,69.97058824,25.29411765,55.20588235,0.458,6.382352941,19.64705882,0.325,15.38235294,22.88235294,10.02941176,36.20588235,12.52941176,6.411764706,5.470588235,14.14705882,18.97058824
Wichita,2,2,1,2018,Kansas,1,8,Seton Hall,1,1,0.794,22.01,11.45,0.722222222,81.5,70.94117647,30.11764706,60.52941176,0.498,10.14705882,25.20588235,0.403,11.11764706,15.85294118,9.558823529,35.20588235,17,6.617647059,4.176470588,11.67647059,15.26470588,0.656,13.49,6.74,0.611111111,81.21875,74.46875,29.28125,62.28125,0.47,7.875,21.15625,0.372,14.78125,21.09375,12.1875,35.6875,16.15625,7.5,3.8125,12.1875,18.09375
Boise,0,0,1,2018,Xavier,1,9,Florida State ,1,1,0.848,19.63,9.84,0.833333333,84.27272727,74.48484848,28.87878788,58.84848485,0.491,7.818181818,21.18181818,0.369,18.6969697,23.66666667,9.757575758,38.39393939,16.63636364,5.848484848,2.939393939,12.42424242,16.90909091,0.75,18.1,8.97,0.833333333,75.8125,66.6875,27.9375,57.5625,0.485,6.75,19.125,0.353,13.1875,18.15625,9.65625,36.6875,14.75,6.03125,3.96875,11.8125,17.375
"San Diego, CA",1,1,1,2018,Villanova,1,9,Alabama,1,1,0.882,25.69,9.51,0.777777778,87.05882353,70.88235294,31.02941176,61.52941176,0.504,11.41176471,28.67647059,0.398,13.58823529,17.61764706,9.382352941,35.52941176,16.67647059,6.676470588,3.970588235,10.35294118,15.85294118,0.706,20.17,9.55,0.611111111,79.61764706,69,27.76470588,64,0.434,8.794117647,24.91176471,0.353,15.29411765,19.97058824,14,37.91176471,15.05882353,8.029411765,5.264705882,11.32352941,21.32352941
"San Diego, CA",2,2,1,2018,Kansas,1,9,North Carolina State,1,1,0.794,22.01,11.45,0.722222222,81.5,70.94117647,30.11764706,60.52941176,0.498,10.14705882,25.20588235,0.403,11.11764706,15.85294118,9.558823529,35.20588235,17,6.617647059,4.176470588,11.67647059,15.26470588,0.719,16.51,9.04,0.611111111,73.28125,65.8125,25.28125,55.8125,0.453,8.3125,22.6875,0.366,14.40625,19.03125,8.9375,35.5,13.1875,5.6875,4.84375,12.09375,16
Nashville,1,1,2,2018,Cincinnati,1,10,Texas ,1,1,0.882,20.86,3.54,0.888888889,74.47058824,57.14705882,26.26470588,58,0.453,7.294117647,20.44117647,0.357,14.64705882,21.32352941,13.05882353,38.91176471,15.97058824,7.294117647,5.529411765,11.44117647,15.73529412,0.706,3.42,-3.24,0.666666667,75.32352941,67.29411765,26.94117647,58.23529412,0.463,9.264705882,23.88235294,0.388,12.17647059,18,8.764705882,34,13.29411765,7.352941176,4.558823529,11.35294118,18.35294118
"Charlotte, NC",1,1,2,2018,North Carolina,1,10,Providence,1,1,0.714,21.29,12.44,0.611111111,81.97142857,73.11428571,29.94285714,65.11428571,0.46,8.285714286,22.74285714,0.364,13.8,18.62857143,14.05714286,42.48571429,18.2,5.628571429,4.2,12.05714286,15.71428571,0.625,15.71,10.52,0.5,75,69.8125,27.71875,60.6875,0.457,6.59375,20.15625,0.327,12.96875,19.4375,12.5625,41.34375,15.46875,5.625,5.875,13.5625,16.75
Detroit,2,2,2,2018,Purdue,1,10,Butler,1,1,0.824,24.14,8.64,0.833333333,81.14705882,65.64705882,28.17647059,56.70588235,0.497,9.588235294,22.82352941,0.42,15.20588235,20.47058824,8.441176471,35.02941176,16.70588235,5.823529412,5.029411765,10.67647059,15.52941176,0.645,-0.53,-1.53,0.625,73.22580645,70.03225806,25.35483871,53.90322581,0.47,5.258064516,15.5483871,0.338,17.25806452,23.51612903,8.838709677,35.12903226,12.77419355,6.387096774,3.258064516,14.12903226,17.83870968
"Pittsburgh, PA",2,2,2,2018,Duke,1,10,Oklahoma,1,1,0.788,25,9.91,0.722222222,84.6969697,69.60606061,30.54545455,61.93939394,0.493,8.303030303,21.96969697,0.378,15.3030303,21.60606061,13.54545455,41.78787879,17.51515152,7.515151515,5.363636364,12.60606061,15.60606061,0.606,0.96,-2.74,0.611111111,79.84848485,76.15151515,28.21212121,61.09090909,0.462,9.666666667,24.90909091,0.388,13.6969697,18.54545455,8.545454545,33.84848485,15.93939394,6.787878788,3.060606061,11.66666667,17.3030303
Boise,1,1,7,2018,Nevada,0,10,Texas ,1,1,0.794,14.55,4.34,0.833333333,83.08823529,72.88235294,28.32352941,60.47058824,0.468,9.705882353,24.41176471,0.398,16.73529412,22.41176471,9.411764706,36.02941176,16.44117647,6.264705882,4.088235294,9.941176471,17.23529412,0.576,14.44,10.92,0.444444444,71.72727273,68.21212121,25.78787879,58.87878788,0.438,7.090909091,22.48484848,0.315,13.06060606,19.54545455,10.57575758,35.60606061,11.54545455,6.212121212,4.939393939,11.81818182,16.09090909
Dallas,1,1,3,2018,Tennessee,0,11,Loyala Chi.,0,0,0.758,18.62,10.8,0.722222222,74.21212121,66.39393939,25.24242424,57.48484848,0.439,7.848484848,20.45454545,0.384,15.87878788,21,11.66666667,36.18181818,15.81818182,6.303030303,4.484848485,12.21212121,19.57575758,0.735,0.74,-4.42,0.777777778,72.14705882,65.70588235,25.11764706,57.61764706,0.436,6.852941176,20.05882353,0.342,15.05882353,21,10.17647059,36.32352941,13.26470588,6.647058824,2.205882353,13.11764706,15.91176471
Wichita,2,2,3,2018,Michigan ,1,11,San Diego State,0,0,0.8,18.9,8.78,0.722222222,74.45714286,63.54285714,26.94285714,57.22857143,0.471,9.142857143,24.8,0.369,11.42857143,17.34285714,8.571428571,33.34285714,14.8,6.257142857,3.171428571,9.142857143,15.57142857,0.788,6.56,-2.7,0.888888889,78.12121212,68.72727273,28.06060606,59.54545455,0.471,5.545454545,16.18181818,0.343,16.45454545,23.3030303,11.87878788,37.12121212,12.75757576,7.757575758,3.393939394,12.42424242,21.06060606
Dallas,2,2,3,2018,Texas Tech,1,11,St. Bonaventure,0,1,0.727,19.57,9.02,0.611111111,75.24242424,64.6969697,26.15151515,56.33333333,0.464,7.03030303,19.21212121,0.366,15.90909091,22.6969697,10.93939394,35.81818182,13.54545455,7.424242424,4.060606061,12.48484848,18.15151515,0.656,12.85,7.26,0.611111111,81.90625,76.3125,28.3125,61.375,0.461,9.375,24.46875,0.383,15.90625,22.03125,10.3125,38.8125,15.0625,5.71875,3.90625,11.84375,17.9375
Dallas,2,2,3,2018,Texas Tech,1,11,UCLA,1,1,0.727,19.57,9.02,0.611111111,75.24242424,64.6969697,26.15151515,56.33333333,0.464,7.03030303,19.21212121,0.366,15.90909091,22.6969697,10.93939394,35.81818182,13.54545455,7.424242424,4.060606061,12.48484848,18.15151515,0.824,2.76,-7.01,0.777777778,81.14705882,68.11764706,28.88235294,59.17647059,0.488,6.970588235,18.73529412,0.372,16.41176471,23.26470588,11.61764706,35.79411765,14.41176471,10.20588235,3.029411765,15.5,21.76470588
Detroit,2,2,3,2018,Michigan State,1,11,Arizona State,1,1,0.879,23.46,7.28,0.888888889,80.96969697,64.78787879,28.57575758,56.72727273,0.504,8.393939394,20.33333333,0.413,15.42424242,20.54545455,11.06060606,40.84848485,19.33333333,4.090909091,7.363636364,13.18181818,18.06060606,0.606,12.25,9.25,0.444444444,67.54545455,64.54545455,22.75757576,54.42424242,0.418,5.848484848,18.21212121,0.321,16.18181818,21.87878788,12.09090909,37.36363636,10.96969697,7.242424242,5.545454545,12.54545455,16.3030303
Detroit,0,0,3,2018,Michigan State,1,11,Syracuse,1,1,0.879,23.46,7.28,0.888888889,80.96969697,64.78787879,28.57575758,56.72727273,0.504,8.393939394,20.33333333,0.413,15.42424242,20.54545455,11.06060606,40.84848485,19.33333333,4.090909091,7.363636364,13.18181818,18.06060606,0.788,1.62,-3.8,0.777777778,75.09090909,68.75757576,25.81818182,56.18181818,0.46,7.696969697,21.18181818,0.363,15.75757576,20.75757576,8.484848485,33,11.42424242,5.181818182,3.606060606,9.636363636,16.36363636
Nashville,2,0,16,2018,Texas Southern,0,16,North Carolina Central,0,0,0.441,-7.93,-5.84,0.666666667,77.64705882,79.73529412,25.82352941,58.5,0.441,7.823529412,21.52941176,0.363,18.17647059,25.29411765,10.29411765,36.14705882,12.26470588,5.588235294,3.911764706,12.58823529,17.61764706,0.559,-12.62,-12.3,0.5625,72.76470588,69.44117647,27.29411765,58.55882353,0.466,6.235294118,18.41176471,0.339,11.94117647,17.38235294,11.55882353,38.02941176,15.73529412,5.117647059,3.382352941,14.11764706,18.58823529
"San Jose, CA",1,2,1,2017,Gonzaga,0,11,Xavier,0,1,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,25.56410256,55.51282051,0.461,116.5,16.35897436,0.365,16.1025641,21.15384615,10.28205128,33.28205128,12.74358974,7.128205128,85,10.97435897,18.94871795,0.632,14.8,11.51,0.5,74.63157895,71.34210526,25.81578947,56.52631579,0.457,7.026315789,20.42105263,0.344,15.97368421,23.18421053,9.837837838,37.28947368,14.71052632,6,2.631578947,12.57894737,18.63157895
"Buffalo, NY",0,1,1,2017,Villanova,1,8,Wisconsin,1,0,0.889,23.8,9.28,0.933333333,77.19444444,62.66666667,30.30555556,63.05555556,0.481,83.5,24.44444444,0.38,15.55555556,21.86111111,11.44444444,39.75,17.05555556,7.027777778,62,12.61111111,17.05555556,0.73,19.4,9.4,0.666666667,72.37837838,62.37837838,26.24324324,57.7027027,0.455,7.648648649,21.2972973,0.359,12.24324324,19,9.575,37.21621622,13.62162162,6.756756757,3.513513514,11.10810811,16.27027027
"San Jose, CA",1,2,1,2017,Gonzaga,0,4,West Virginia,1,1,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,25.69230769,53.23076923,0.483,180.5,24.02564103,0.385,12.46153846,16,7.179487179,28.48717949,13.51282051,5.641025641,54,8.923076923,14.64102564,0.757,24.45,9.67,0.666666667,81.45945946,66.67567568,28.62162162,63.05405405,0.454,7.432432432,20.51351351,0.362,16.78378378,24.51351351,14.43243243,37.48648649,16.40540541,10.02702703,4.756756757,12.2972973,20.43243243
"Salt Lake City, UT",2,2,1,2017,Gonzaga,0,16,South Dakota State,0,1,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,23.61538462,50.15384615,0.471,115,16.43589744,0.359,12.25641026,16.94871795,11.56410256,34.07692308,13.94871795,4.615384615,83,12.02564103,15.82051282,0.514,-2.3,-0.66,0.5,76.65714286,77.05714286,25.17142857,55.37142857,0.455,9.085714286,25.22857143,0.36,17.22857143,22.34285714,9.028571429,35.11428571,13.11428571,5.142857143,2.371428571,12.94285714,16.68571429
"Glendale, AZ",2,2,1,2017,Gonzaga,0,7,South Carolina,1,1,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,21.20512821,47.17948718,0.449,136,19.41025641,0.359,13.12820513,18.76923077,9,30.07692308,12.1025641,4.615384615,77,10.92307692,15.71794872,0.703,17.52,10.16,0.666666667,73.16216216,65.24324324,24.97297297,59.37837838,0.421,6.702702703,19.81081081,0.338,16.51351351,23.62162162,12.54054054,36.37837838,12.64864865,7.783783784,3.837837838,12.97297297,20.2972973
"Kansas City, MO",0,0,1,2017,Kansas,1,4,Purdue,1,1,0.861,23.53,12.23,0.933333333,83.19444444,71.88888889,27.13888889,56.88888889,0.477,48.8,17.36111111,0.39,17.63888889,23.05555556,10.55555556,37.72222222,13.91666667,5.583333333,23.8,11.47222222,17.36111111,0.771,20.13,8.79,0.777777778,79.71428571,68.37142857,28,58.4,0.479,9,22.34285714,0.403,14.71428571,19.42857143,12.02941176,37.77142857,18.28571429,5.171428571,2.485714286,13,15.77142857
"Glendale, AZ",2,1,1,2017,North Carolina,1,3,Oregon,1,1,0.825,24.84,11.76,1,84.425,70.6,22.825,52.35,0.436,36.57142857,18.675,0.343,11.9,15.925,9.65,32.6,13.5,4.75,25,9.575,17.275,0.846,20.8,8.38,0.888888889,78.87179487,65.76923077,27.97435897,58.20512821,0.481,8.564102564,22.56410256,0.38,14.35897436,20.17948718,10.56410256,36.69230769,15.74358974,6.487179487,6.358974359,11.64102564,15.74358974
"Kansas City, MO",0,2,1,2017,Kansas,1,3,Oregon,1,0,0.861,23.53,12.23,0.933333333,83.19444444,71.88888889,23.30555556,50.63888889,0.46,46.4,16.72222222,0.385,9.333333333,13.16666667,8.25,31.08333333,13.13888889,5.277777778,27.6,9,15.44444444,0.846,20.8,8.38,0.888888889,78.87179487,65.76923077,27.97435897,58.20512821,0.481,8.564102564,22.56410256,0.38,14.35897436,20.17948718,10.56410256,36.69230769,15.74358974,6.487179487,6.358974359,11.64102564,15.74358974
"Salt Lake City, UT",2,2,1,2017,Gonzaga,0,8,Northwestern,1,1,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,29.07692308,61.43589744,0.473,133.5,19.41025641,0.353,17.69230769,25.12820513,12.05128205,38.76923077,15,5.871794872,100,11.35897436,18.35897436,0.667,14.02,8.43,0.555555556,71.05555556,65.47222222,25.36111111,58.16666667,0.436,7.111111111,20.75,0.343,13.22222222,17.69444444,10.72222222,36.22222222,15,5.277777778,4.861111111,10.63888889,19.19444444
"Glendale, AZ",2,2,1,2017,Gonzaga,0,1,North Carolina,1,0,0.949,25.26,4.13,0.9375,82.61538462,61.48717949,22.87179487,46.07692308,0.496,146.5,19.07692308,0.394,9.538461538,12.79487179,8.307692308,30.8974359,14.43589744,3.666666667,55,9.358974359,13.12820513,0.703,17.52,10.16,0.666666667,73.16216216,65.24324324,24.97297297,59.37837838,0.421,6.702702703,19.81081081,0.338,16.51351351,23.62162162,12.54054054,36.37837838,12.64864865,7.783783784,3.837837838,12.97297297,20.2972973
"Memphis, TN",0,0,1,2017,North Carolina,1,2,Kentucky,1,1,0.842,23.88,10.49,0.888888889,84.86842105,71.47368421,29.84210526,63.05263158,0.473,7.026315789,19.92105263,0.353,18.15789474,25.78947368,14.05,39.78947368,15.39473684,6.026315789,5.263157895,11.65789474,18.84210526,0.825,24.84,11.76,1,84.425,70.6,30.65,65.825,0.466,40.42857143,19.95,0.355,16.05,22.9,15.75,43.7,18.05,7.075,19.85714286,11.825,17.775
"Glendale, AZ",2,2,1,2017,North Carolina,1,1,Gonzaga,1,1,0.949,25.26,4.13,0.944444444,82.61538462,61.48717949,29.46153846,58.46153846,0.504,7.333333333,19.20512821,0.382,16.35897436,22.82051282,9.692307692,40.69230769,15.25641026,6.794871795,4.692307692,11.48717949,16.92307692,0.825,24.84,11.76,1,84.425,70.6,28.35,59.9,0.473,38.14285714,18.925,0.353,17.25,24.5,11.75,37.8,14.625,5.725,28.57142857,11.075,17.9
"Greenville, SC",2,0,1,2017,North Carolina,1,8,Arkansas,1,1,0.722,14.04,8.6,0.666666667,79.30555556,73.86111111,27.69444444,60.13888889,0.461,6.472222222,17.72222222,0.365,17.44444444,22.91666667,13.05555556,36.05555556,13.80555556,7.722222222,4.722222222,11.88888889,20.52777778,0.825,24.84,11.76,1,84.425,70.6,26.775,54.825,0.488,45.42857143,19.675,0.404,13.375,19.725,10.7,34.825,14.6,6.25,23.14285714,11.4,15.975
"Memphis, TN",0,0,1,2017,North Carolina,1,4,Butler,1,1,0.735,17.7,10.23,0.666666667,76.32352941,68.85294118,26.64705882,55.82352941,0.477,7.676470588,21,0.366,15.35294118,20.70588235,11.63888889,32.08823529,13.32352941,6.058823529,2.823529412,10.17647059,18.82352941,0.825,24.84,11.76,1,84.425,70.6,23.825,52.95,0.45,39.71428571,19.4,0.358,15.5,21.275,10.4,33.275,11.25,6.8,23.85714286,10.775,16.525
"Tulsa, OK",2,1,1,2017,Kansas,1,9,Michigan State,1,0,0.571,13.67,10.5,0.555555556,71.85714286,68.68571429,25.85714286,55.05714286,0.47,7.8,20.91428571,0.373,12.34285714,18.45714286,11.17948718,36.42857143,16.88571429,4.314285714,4.628571429,14,19.97142857,0.861,23.53,12.23,0.933333333,83.19444444,71.88888889,25.58333333,54.33333333,0.471,46,17.80555556,0.359,13.27777778,18.36111111,12.52777778,36.91666667,15.11111111,5,33.2,13.02777778,17.13888889
"Tulsa, OK",2,1,1,2017,Kansas,1,16,California-Davis,1,1,0.639,-5.21,-4.68,0.6875,70.13888889,69.61111111,24.25,55.77777778,0.435,6.138888889,17.63888889,0.348,15.5,23,10.11111111,35.55555556,12.80555556,5.611111111,3.277777778,14.25,19.11111111,0.861,23.53,12.23,0.933333333,83.19444444,71.88888889,27.13888889,56.88888889,0.477,48.8,17.36111111,0.39,17.63888889,23.05555556,10.55555556,37.72222222,13.91666667,5.583333333,23.8,11.47222222,17.36111111
"San Jose, CA",0,2,2,2017,Arizona,1,11,Xavier,0,0,0.865,18.25,7.63,0.9375,76.56756757,65.94594595,29.48648649,61.35135135,0.481,66.8,23.78378378,0.38,15.13513514,21.27027027,11.13513514,38.67567568,16.59459459,6.837837838,49.6,12.27027027,16.59459459,0.632,14.8,11.51,0.5,74.63157895,71.34210526,25.81578947,56.52631579,0.457,7.026315789,20.42105263,0.344,15.97368421,23.18421053,11.86842105,37.28947368,14.71052632,6,2.631578947,12.57894737,18.63157895
"Indianapolis, IN",0,0,2,2017,Kentucky,1,10,Wichita State,0,1,0.842,23.88,10.49,0.882352941,84.86842105,71.47368421,23.34210526,53.60526316,0.435,34.83333333,16.05263158,0.343,15.07894737,21.21052632,9.947368421,35.28947368,13.34210526,5.105263158,37.83333333,10.34210526,15.18421053,0.861,21.24,2.96,0.944444444,81,62.38888889,27.55555556,58.72222222,0.469,8.611111111,21.36111111,0.403,17.27777778,23.55555556,11.85714286,40.88888889,16.27777778,6.527777778,3.888888889,11.27777778,18.77777778
