Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
"San Diego, CA",0,0,4,2014,UCLA,1,12,Stephen F. Austin,0,1,0.757,18.4,7.62,0.888888889,81.16216216,70.37837838,29,59.35135135,0.489,25.44444444,16.2972973,0.38,16.97297297,22.67567568,9.945945946,35.35135135,17.18918919,9.216216216,12.33333333,10.24324324,17.62162162,0.914,4.82,-6.76,1,76.02857143,63.4,26.34285714,56.91428571,0.463,7.085714286,20.51428571,0.345,16.25714286,22.85714286,12.88571429,33.88571429,16.4,7.342857143,2.971428571,11.22857143,20.85714286
"Orlando, FL",1,2,4,2014,Louisville,1,5,Saint Louis,0,1,0.838,24.69,4.8,0.888888889,81.02702703,61.13513514,28.40540541,60.32432432,0.471,48,21.16216216,0.368,16.43243243,24.86486486,13.59459459,37.72972973,15.35135135,10,28.83333333,10.56756757,19.54054054,0.794,11.63,4.24,0.8125,69.82352941,61.91176471,24.38235294,54.97058824,0.444,5.588235294,17.67647059,0.316,15.47058824,22.20588235,10.14705882,36.20588235,14.17647059,7.441176471,4.058823529,12.67647059,17.55882353
"Spokane, WA",2,2,4,2014,San Diego State,0,12,North Dakota State,0,1,0.861,14.95,4.86,0.9375,70.27777778,57,24.25,55.80555556,0.435,37.2,14.41666667,0.358,16.61111111,25.05555556,13.05555556,37.88888889,9.888888889,7.611111111,36.6,9.861111111,16.66666667,0.788,6.31,-0.02,0.857142857,75.51515152,65.57575758,26.90909091,53.3030303,0.505,5.333333333,14.63636364,0.364,16.36363636,21.78787879,9.303030303,32.75757576,11.57575758,6.242424242,4.393939394,9.848484848,17.81818182
"Spokane, WA",2,2,4,2014,San Diego State,0,13,New Mexico State,0,1,0.861,14.95,4.86,0.9375,70.27777778,57,24.25,55.80555556,0.435,37.2,14.41666667,0.358,16.61111111,25.05555556,13.05555556,37.88888889,9.888888889,7.611111111,36.6,9.861111111,16.66666667,0.722,6.16,-2.58,0.75,76.97222222,67.08333333,26,53.27777778,0.488,5.388888889,14.52777778,0.371,19.58333333,28.52777778,11.88888889,37.38888889,13.16666667,4.694444444,6.222222222,12.69444444,17.05555556
"New York, NY",0,1,4,2014,Michigan State,1,7,Connecticut,1,0,0.8,17.23,8.63,0.666666667,71.825,63.225,24.275,54.075,0.449,7.175,18.525,0.387,16.1,20.725,9.675,34.725,12.2,7.025,5.75,11.425,17.975,0.763,19.35,9.38,0.75,75.52631579,65.55263158,26.94736842,56.81578947,0.474,34.11111111,20.60526316,0.392,13.55263158,19.15789474,10.39473684,36.84210526,16.76315789,6.815789474,19.33333333,11.31578947,18.97368421
"Indianapolis, IN",0,0,4,2014,Louisville,1,8,Kentucky,1,0,0.725,18.07,9.9,0.666666667,74.8,66.625,25.1,55.325,0.454,5.075,15.275,0.332,19.525,28.65,14.05,40.175,11.15,4.725,5.9,11.725,18.3,0.838,24.69,4.8,0.888888889,81.02702703,61.13513514,28.40540541,60.32432432,0.471,48,21.16216216,0.368,16.43243243,24.86486486,13.59459459,37.72972973,15.35135135,10,28.83333333,10.56756757,19.54054054
"Orlando, FL",2,1,4,2014,Louisville,1,13,Manhattan,1,0,0.758,6.04,-0.9,0.75,76.96969697,70.03030303,25.09090909,55.66666667,0.451,6.303030303,17.09090909,0.369,20.48484848,30.87878788,12.57575758,37.39393939,13.12121212,8.272727273,6.060606061,14.18181818,24.21212121,0.838,24.69,4.8,0.888888889,81.02702703,61.13513514,28.40540541,60.32432432,0.471,48,21.16216216,0.368,16.43243243,24.86486486,13.59459459,37.72972973,15.35135135,10,28.83333333,10.56756757,19.54054054
"Spokane, WA",2,2,4,2014,Michigan State,1,12,Harvard,1,0,0.844,10.79,-0.47,0.928571429,73.21875,61,24.5625,52.84375,0.465,5.75,14.9375,0.385,18.34375,25.34375,10.46875,34.125,14.03125,7.59375,4.84375,11.40625,17.6875,0.763,19.35,9.38,0.75,75.52631579,65.55263158,26.94736842,56.81578947,0.474,34.11111111,20.60526316,0.392,13.55263158,19.15789474,10.39473684,36.84210526,16.76315789,6.815789474,19.33333333,11.31578947,18.97368421
"Spokane, WA",2,2,4,2014,Michigan State,1,13,Delaware,1,0,0.714,2.73,-1.1,0.875,79.48571429,75.65714286,26.74285714,60.22857143,0.444,7.2,20.77142857,0.347,18.8,26.42857143,11,36.11428571,10.77142857,5.942857143,3.514285714,9.542857143,18.85714286,0.763,19.35,9.38,0.75,75.52631579,65.55263158,26.94736842,56.81578947,0.474,34.11111111,20.60526316,0.392,13.55263158,19.15789474,10.39473684,36.84210526,16.76315789,6.815789474,19.33333333,11.31578947,18.97368421
"San Diego, CA",2,2,5,2014,Virginia Commonwealth,0,12,Stephen F. Austin,0,0,0.743,14.55,4.78,1,74.97142857,65.2,26.34285714,62.74285714,0.42,28.88888889,21.25714286,0.349,14.85714286,22.05714286,13.68571429,37.62857143,13.11428571,11.17142857,16.66666667,12.08571429,19.6,0.914,4.82,-6.76,1,76.02857143,63.4,26.34285714,56.91428571,0.463,7.085714286,20.51428571,0.345,16.25714286,22.85714286,12.88571429,33.88571429,16.4,7.342857143,2.971428571,11.22857143,20.85714286
"Spokane, WA",2,2,5,2014,Oklahoma,1,12,North Dakota State,0,0,0.697,14.91,8.97,0.823529412,81.93939394,76,27.54545455,61.63636364,0.447,28.5,22.78787879,0.379,18.21212121,24.3030303,12.06060606,37.63636364,14.63636364,6.787878788,10.8,11.39393939,18.93939394,0.788,6.31,-0.02,0.857142857,75.51515152,65.57575758,26.90909091,53.3030303,0.505,5.333333333,14.63636364,0.364,16.36363636,21.78787879,9.303030303,32.75757576,11.57575758,6.242424242,4.393939394,9.848484848,17.81818182
"Orlando, FL",2,1,5,2014,Saint Louis,0,12,North Carolina State,1,1,0.794,11.63,4.24,0.823529412,69.82352941,61.91176471,24.38235294,54.97058824,0.444,27.14285714,17.67647059,0.316,15.47058824,22.20588235,10.14705882,36.20588235,14.17647059,7.441176471,19.71428571,12.67647059,17.55882353,0.611,9.02,7.44,0.5,71.13888889,69.55555556,26.38888889,57.22222222,0.461,4.444444444,14.58333333,0.305,13.91666667,21.16666667,12.08333333,34.41666667,12.94444444,4.805555556,4.138888889,10.41666667,18.61111111
"Spokane, WA",2,2,5,2014,Cincinnati,1,12,Harvard,0,0,0.844,10.79,-0.47,0.928571429,73.21875,61,24.5625,52.84375,0.465,5.75,14.9375,0.385,18.34375,25.34375,7.3,34.125,14.03125,7.59375,4.84375,11.40625,17.6875,0.794,15.26,5.28,0.947368421,68.38235294,58.41176471,23.67647059,55.67647059,0.425,28,17.20588235,0.335,15.26470588,21.55882353,13.44117647,36,12.5,7.882352941,26.85714286,11.08823529,17.52941176
"Raleigh, NC",1,1,6,2014,Massachusetts,0,11,Tennessee,1,0,0.727,10.61,6,0.846153846,75.81818182,71.21212121,27.27272727,59.45454545,0.459,19.66666667,15.51515152,0.346,15.90909091,23.3030303,12.24242424,38.39393939,15.12121212,6.848484848,19.77777778,13.51515152,19.66666667,0.649,17.34,7.84,0.611111111,72.21621622,61.7027027,25.05405405,55.35135135,0.453,5.540540541,17.05405405,0.325,16.56756757,23.02702703,13.54054054,38.48648649,12.75675676,5.189189189,4.648648649,10.48648649,16.67567568
"San Antonio, TX",2,2,6,2014,North Carolina,1,11,Providence,1,1,0.706,15.24,8.42,0.833333333,76.58823529,69.76470588,28.02941176,60.5,0.463,14.6,12.76470588,0.336,16.23529412,25.94117647,14.20588235,39.70588235,15.38235294,7.323529412,16.1,11.94117647,20.29411765,0.657,11.37,7.85,0.555555556,73.31428571,69.8,24.25714286,56.68571429,0.428,6.228571429,17.94285714,0.347,18.57142857,23.74285714,11.48571429,36.51428571,13.6,5.542857143,4.942857143,11.6,17.22857143
"San Antonio, TX",0,1,6,2014,Baylor,1,11,Nebraska,1,1,0.684,15.8,10.11,0.764705882,74.81578947,67.81578947,25.23684211,55.47368421,0.455,23.33333333,19.07894737,0.386,16.97368421,24.97368421,13.81578947,38.31578947,14.81578947,5.184210526,16.83333333,11.57894737,17.05263158,0.594,10.13,8.5,0.611111111,66.78125,65.15625,22.46875,52.625,0.427,5.875,17.625,0.333,15.96875,22.28125,8.6875,33.09375,9.5,6.9375,3.09375,10.90625,20.625
"Buffalo, NY",0,0,6,2014,Ohio State,1,11,Dayton,0,0,0.703,10.55,5.34,0.625,72.18918919,66.97297297,25.27027027,54.54054054,0.463,6.567567568,17.40540541,0.377,15.08108108,22.13513514,7.083333333,34.83783784,13.10810811,6,2.594594595,11.94594595,19.89189189,0.714,17.84,8.12,0.85,69.48571429,59.77142857,24.08571429,53.57142857,0.45,20,17.62857143,0.324,15.6,22.65714286,9.885714286,33.91428571,12.02857143,7.714285714,15.7,11.25714286,16.48571429
"St. Louis, MO",1,2,7,2014,New Mexico,0,10,Stanford,1,0,0.794,12.72,4.84,0.866666667,74,66.11764706,24.91176471,54.44117647,0.458,28.14285714,17.44117647,0.332,18.38235294,25.38235294,10.58823529,38.11764706,15.35294118,4.764705882,24.57142857,10.61764706,16.97058824,0.727,4.77,-0.78,0.8125,70.87878788,62.63636364,24.72727273,54.39393939,0.455,5.393939394,15.75757576,0.342,16.03030303,24.12121212,12.09090909,36.6969697,13.12121212,7.090909091,4.787878788,12.60606061,20.12121212
"Buffalo, NY",0,0,7,2014,Connecticut,1,10,Saint Joseph's,0,1,0.8,17.23,8.63,0.823529412,71.825,63.225,24.275,54.075,0.449,35.875,18.525,0.387,16.1,20.725,9.675,34.725,12.2,7.025,28.75,11.425,17.975,0.706,9.05,5.08,0.6875,71.55882353,67.58823529,24.70588235,52.61764706,0.47,7.352941176,19.41176471,0.379,14.79411765,22.94117647,9.972222222,35.82352941,14,4.441176471,4.529411765,12.02941176,16
"Milwaukee, WI",2,2,7,2014,Texas,1,10,Arizona State,1,1,0.636,13.32,7.41,0.555555556,75.33333333,69.42424242,25.33333333,56.12121212,0.451,8.121212121,20.84848485,0.39,16.54545455,23.84848485,8.515151515,35.51515152,14.27272727,5.060606061,5.515151515,11.42424242,19.24242424,0.686,12.67,9.15,0.888888889,74.22857143,70.71428571,25.85714286,59.85714286,0.432,16.18181818,15.57142857,0.327,17.42857143,25.97142857,15.08571429,41.4,12.91428571,5.685714286,18.72727273,12.17142857,19.11428571
"Arlington, TX",1,2,7,2014,Connecticut,1,8,Kentucky,1,0,0.725,18.07,9.9,0.666666667,74.8,66.625,25.1,55.325,0.454,5.075,15.275,0.332,19.525,28.65,12.58974359,40.175,11.15,4.725,5.9,11.725,18.3,0.8,17.23,8.63,0.823529412,71.825,63.225,24.275,54.075,0.449,35.875,18.525,0.387,16.1,20.725,9.675,34.725,12.2,7.025,28.75,11.425,17.975
"Milwaukee, WI",2,1,7,2014,Oregon,1,10,Brigham Young,1,1,0.657,11.63,5.72,0.722222222,83.74285714,77.31428571,28.91428571,62.45714286,0.463,5.057142857,14.25714286,0.355,20.85714286,30.14285714,12.02857143,40.91428571,15.54285714,7.171428571,2.942857143,11.28571429,19.71428571,0.657,11.63,5.72,0.933333333,83.74285714,77.31428571,28.91428571,62.45714286,0.463,14.75,14.25714286,0.355,20.85714286,30.14285714,13.22857143,40.91428571,15.54285714,7.171428571,8.583333333,11.28571429,19.71428571
"Orlando, FL",2,2,8,2014,Colorado,1,9,Pittsburgh,1,0,0.657,10.8,8.8,0.888888889,70.2,68.2,23.25714286,53.45714286,0.435,15.08333333,16.25714286,0.318,18.51428571,25.8,11.45714286,37.28571429,11.34285714,5.914285714,9.583333333,13.31428571,16.45714286,0.722,17.46,7.54,0.611111111,71.83333333,61.91666667,24.86111111,54,0.46,5.083333333,14.5,0.351,17.02777778,23.91666667,12.63636364,35.86111111,15.63888889,7.055555556,2.972222222,10.36111111,17.22222222
"San Diego, CA",2,2,8,2014,Gonzaga,0,9,Oklahoma State,1,1,0.806,15.56,5.36,1,76.69444444,65.88888889,27,54.52777778,0.495,36.42857143,17.86111111,0.397,15.61111111,22.02777778,9.527777778,35.86111111,14.58333333,6.527777778,20.28571429,11.63888889,18.30555556,0.618,19.02,8.34,0.444444444,80.23529412,69.55882353,26.41176471,57.08823529,0.463,7.029411765,19.29411765,0.364,20.38235294,28.35294118,13.75757576,35.38235294,13.61764706,7.647058824,4.705882353,10.47058824,20
"Raleigh, NC",0,0,8,2014,Memphis,0,9,George Washington,1,0,0.727,10.6,4.42,0.6875,73.18181818,67,25.42424242,54.90909091,0.463,5.666666667,15.57575758,0.364,16.66666667,25.60606061,11.93939394,37.24242424,13.96969697,7.121212121,4.090909091,12.96969697,18.03030303,0.706,13.02,7.14,0.882352941,76.88235294,70.5,28.17647059,59.08823529,0.477,18.2,16.23529412,0.33,15.17647059,23.55882353,12.55882353,37.29411765,17.38235294,8.647058824,15.9,13.20588235,18
"St. Louis, MO",0,0,8,2014,Kentucky,1,9,Kansas State,1,1,0.606,12.14,8.47,0.555555556,69.09090909,65.42424242,24.18181818,55.75757576,0.434,6,18.12121212,0.331,14.72727273,22.45454545,12.3030303,35.75757576,15.24242424,6.212121212,2.96969697,12.24242424,21.63636364,0.725,18.07,9.9,0.888888889,74.8,66.625,25.1,55.325,0.454,18.45454545,15.275,0.332,19.525,28.65,14.05,40.175,11.15,4.725,21.45454545,11.725,18.3
"Memphis, TN",1,2,10,2014,Stanford,1,11,Dayton,0,0,0.703,10.55,5.34,0.625,72.18918919,66.97297297,25.27027027,54.54054054,0.463,6.567567568,17.40540541,0.377,15.08108108,22.13513514,11.18918919,34.83783784,13.10810811,6,2.594594595,11.94594595,19.89189189,0.639,13.42,9,0.75,72.66666667,68.25,24.88888889,54.16666667,0.459,16,15.86111111,0.364,17.11111111,24.36111111,9.638888889,34.91666667,11.52777778,5.305555556,11.84615385,11.36111111,18.19444444
"Dayton, OH",1,0,11,2014,Tennessee,1,11,Iowa,1,0,0.606,18.58,7.43,0.5,81.48484848,70.33333333,27.84848485,60.12121212,0.463,5.787878788,16.54545455,0.35,20,27.21212121,11.87878788,40.36363636,16.12121212,7.090909091,4.96969697,11.24242424,18.27272727,0.649,17.34,7.84,0.823529412,72.21621622,61.7027027,25.05405405,55.35135135,0.453,15.76923077,17.05405405,0.325,16.56756757,23.02702703,13.54054054,38.48648649,12.75675676,5.189189189,13.23076923,10.48648649,16.67567568
"Raleigh, NC",0,0,11,2014,Tennessee,1,14,Mercer,1,0,0.75,5.33,-3.42,0.777777778,78.77777778,66.94444444,27.27777778,57.25,0.476,8.055555556,21,0.384,16.16666667,21.97222222,11.30555556,37.16666667,16.27777778,5.861111111,4.083333333,11.66666667,18.47222222,0.649,17.34,7.84,0.823529412,72.21621622,61.7027027,25.05405405,55.35135135,0.453,15.76923077,17.05405405,0.325,16.56756757,23.02702703,13.54054054,38.48648649,12.75675676,5.189189189,13.23076923,10.48648649,16.67567568
"Dayton, OH",0,1,12,2014,Xavier,0,12,North Carolina State,1,0,0.618,11.84,8.14,0.882352941,71.82352941,68.11764706,25.55882353,54.41176471,0.47,13.38461538,14.70588235,0.348,15.58823529,22.64705882,11.14705882,35.67647059,14.61764706,5.764705882,7.461538462,12.38235294,19.82352941,0.611,9.02,7.44,0.5,71.13888889,69.55555556,26.38888889,57.22222222,0.461,4.444444444,14.58333333,0.305,13.91666667,21.16666667,11.72222222,34.41666667,12.94444444,4.805555556,4.138888889,10.41666667,18.61111111
"Dayton, OH",2,2,16,2014,Cal Poly,0,16,Texas Southern,0,1,0.412,-1.34,1.69,0.5,62.97058824,63.61764706,22.17647059,54.41176471,0.408,10.9,19.23529412,0.333,12.20588235,17.73529412,11.08823529,32.23529412,11.58823529,5.823529412,4.65,8.911764706,18.26470588,0.559,-8.41,-10.07,0.666666667,76,73.88235294,25.20588235,54.52941176,0.462,6.382352941,17.73529412,0.36,19.20588235,26.76470588,11.35294118,36.64705882,14,4.558823529,3.647058824,13.35294118,16.5
"Dayton, OH",1,1,16,2014,Mount St. Mary's,0,16,Albany (NY),0,0,0.559,-3.31,-5.22,0.5625,65.85294118,63.94117647,22.5,50.97058824,0.441,4.794117647,13.32352941,0.36,16.05882353,21.41176471,10.12121212,34.55882353,11.05882353,5.411764706,2.970588235,12.58823529,17.05882353,0.485,-6.32,-4.44,0.769230769,75.87878788,77.75757576,25.54545455,58.27272727,0.438,17.41176471,25.27272727,0.355,15.81818182,21.39393939,9.939393939,31.90909091,11.78787879,7.03030303,5.823529412,11.75757576,18.66666667
"Atlanta, GA",0,2,1,2013,Louisville,1,9,Wichita State,0,1,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175,0.769,14.68,6.09,0.666666667,69.74358974,61.15384615,24.46153846,55.53846154,0.44,6.641025641,19.61538462,0.339,14.17948718,20.28205128,12.02777778,34.74358974,13.58974359,7.41025641,4.435897436,12.61538462,17.94871795
"Salt Lake City, UT",2,2,1,2013,Gonzaga,0,9,Wichita State,0,0,0.914,20.47,4.18,0.9375,77.02857143,59.85714286,27.45714286,55.25714286,0.497,75.33333333,17.4,0.371,15.65714286,22.2,11.68571429,34.14285714,15.14285714,7.914285714,32,11.22857143,15.74285714,0.769,14.68,6.09,0.666666667,69.74358974,61.15384615,24.46153846,55.53846154,0.44,6.641025641,19.61538462,0.339,14.17948718,20.28205128,11.62857143,34.74358974,13.58974359,7.41025641,4.435897436,12.61538462,17.94871795
"Kansas City, MO",0,1,1,2013,Kansas,1,16,Western Kentucky,0,1,0.838,20.79,7.54,0.941176471,75.18918919,61.94594595,26.62162162,55.37837838,0.481,36,16.05405405,0.364,16.10810811,21.86486486,10.78378378,36.59459459,15.54054054,7.027027027,41.16666667,13.97297297,16.75675676,0.556,-0.65,-1.14,0.5,66.91666667,65.66666667,23.25,54.41666667,0.427,6.277777778,19.69444444,0.319,14.13888889,20.97222222,12.25,33.44444444,11.11111111,6.194444444,3.194444444,14.91666667,19.19444444
"Dayton, OH",0,1,1,2013,Indiana,1,9,Temple,0,1,0.806,24.9,8.38,0.894736842,78.63888889,62.11111111,26.41666667,54.75,0.482,36.71428571,17.69444444,0.403,18.66666667,25.11111111,12.19444444,35.27777778,14.27777778,7.111111111,18.57142857,13.02777778,16.61111111,0.706,9.52,5.2,0.6875,72.23529412,67.91176471,25.02941176,58.41176471,0.428,7.147058824,21.76470588,0.328,15.02941176,20.79411765,11.20588235,31.08823529,14.61764706,7.852941176,3.705882353,10.76470588,16.41176471
"Washington, DC",1,0,1,2013,Indiana,1,4,Syracuse,1,0,0.75,20.3,8.57,0.894736842,70.4,58.675,25.175,57.325,0.439,23.3,17.4,0.335,14.225,21.075,14,34.5,14.05,9,24.8,12.375,15.925,0.75,20.3,8.57,0.611111111,70.4,58.675,25.175,57.325,0.439,5.825,17.4,0.335,14.225,21.075,12.02702703,34.5,14.05,9,6.2,12.375,15.925
"Salt Lake City, UT",2,1,1,2013,Gonzaga,0,16,Southern,0,1,0.914,20.47,4.18,0.9375,77.02857143,59.85714286,27.45714286,55.25714286,0.497,75.33333333,17.4,0.371,15.65714286,22.2,11.68571429,34.14285714,15.14285714,7.914285714,32,11.22857143,15.74285714,0.697,-2.61,-10.31,0.833333333,67.36363636,57.27272727,23.06060606,53.24242424,0.433,6.848484848,18.75757576,0.365,14.39393939,20.87878788,8.727272727,31.36363636,11.39393939,7.393939394,4.060606061,10.87878788,17.03030303
"Indianapolis, IN",0,2,1,2013,Louisville,1,12,Oregon,1,1,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175,0.757,13.82,5.77,0.666666667,71.62162162,63.56756757,25.51351351,57.02702703,0.447,5.189189189,15.59459459,0.333,15.40540541,21.86486486,12.18918919,34.72972973,13.08108108,8.486486486,3.945945946,15,17.59459459
"Lexington, KY",0,0,1,2013,Louisville,1,16,North Carolina A&T,0,1,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175,0.541,-6.94,-6.3,0.5,62.13513514,61.91891892,20.97297297,52.08108108,0.403,5.810810811,19.10810811,0.304,14.37837838,21.86486486,10.45945946,31.51351351,10.94594595,7.054054054,4.459459459,15.24324324,19.35135135
"Kansas City, MO",0,2,1,2013,Kansas,1,8,North Carolina,1,1,0.838,20.79,7.54,0.941176471,75.18918919,61.94594595,26.62162162,55.37837838,0.481,36,16.05405405,0.364,16.10810811,21.86486486,10.78378378,36.59459459,15.54054054,7.027027027,41.16666667,13.97297297,16.75675676,0.694,14.52,8.01,0.666666667,76.72222222,69.22222222,28.41666667,64.47222222,0.441,7.555555556,20.08333333,0.376,12.27777778,18.19444444,14.20588235,34.83333333,17.11111111,8.416666667,3.25,12.02777778,14.97222222
"Arlington, TX",2,1,1,2013,Kansas,1,4,Michigan,1,0,0.795,21.28,10.05,0.666666667,75.17948718,63.25641026,28.02564103,57.94871795,0.484,7.58974359,19.71794872,0.385,11.53846154,16.46153846,10.66666667,31.94871795,14.48717949,6.128205128,2.769230769,9.435897436,12.71794872,0.838,20.79,7.54,0.941176471,75.18918919,61.94594595,26.62162162,55.37837838,0.481,36,16.05405405,0.364,16.10810811,21.86486486,10.78378378,36.59459459,15.54054054,7.027027027,41.16666667,13.97297297,16.75675676
"Atlanta, GA",2,0,1,2013,Louisville,1,4,Michigan,1,1,0.795,21.28,10.05,0.666666667,75.17948718,63.25641026,28.02564103,57.94871795,0.484,7.58974359,19.71794872,0.385,11.53846154,16.46153846,10.66666667,31.94871795,14.48717949,6.128205128,2.769230769,9.435897436,12.71794872,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175
"Dayton, OH",1,0,1,2013,Indiana,1,16,James Madison,1,1,0.583,-1.73,-2.28,0.611111111,65.16666667,64.61111111,22.72222222,53.91666667,0.421,5.861111111,17.44444444,0.336,13.86111111,19.83333333,10.13888889,29.55555556,11.75,7.555555556,4.611111111,11.13888889,17.22222222,0.806,24.9,8.38,0.894736842,78.63888889,62.11111111,26.41666667,54.75,0.482,36.71428571,17.69444444,0.403,18.66666667,25.11111111,12.19444444,35.27777778,14.27777778,7.111111111,18.57142857,13.02777778,16.61111111
"Indianapolis, IN",2,0,1,2013,Louisville,1,2,Duke,1,1,0.833,21.43,9.54,0.777777778,77.16666667,65.27777778,26.66666667,56.47222222,0.472,7.5,18.77777778,0.399,16.33333333,22.11111111,9.361111111,31.08333333,14.30555556,6.444444444,3.75,10.63888889,17.91666667,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175
"Lexington, KY",2,0,1,2013,Louisville,1,8,Colorado State,1,1,0.743,13.65,5.89,0.6875,72.94285714,63.68571429,25.17142857,56.02857143,0.449,5.142857143,15.2,0.338,17.45714286,24.42857143,14.08571429,37.05714286,12.71428571,4.628571429,2.114285714,11.11428571,17.14285714,0.875,24.81,9.13,0.9375,74.45,58.775,26.2,57.5,0.456,46,17.275,0.333,16.3,23,13.275,34.625,14.6,10.75,33.6,12.375,18.175
"Los Angeles, CA",2,2,2,2013,Ohio State,1,9,Wichita State,0,0,0.784,20.19,9.32,0.888888889,70.24324324,59.37837838,25.08108108,55.59459459,0.451,28.375,17.24324324,0.356,13.94594595,19.7027027,10.21621622,32.94594595,13.32432432,6.702702703,20.25,10.18918919,15.94594595,0.769,14.68,6.09,0.666666667,69.74358974,61.15384615,24.46153846,55.53846154,0.44,6.641025641,19.61538462,0.339,14.17948718,20.28205128,12.02777778,34.74358974,13.58974359,7.41025641,4.435897436,12.61538462,17.94871795
"Austin, TX",2,2,2,2013,Miami (FL),1,15,Pacific,0,1,0.806,16.99,7.88,0.933333333,69.69444444,60.58333333,24.86111111,54.66666667,0.455,36.28571429,19.47222222,0.362,12.91666667,18.88888889,9.916666667,32.75,11.33333333,6.194444444,22.71428571,10.47222222,14.58333333,0.629,1.96,1.05,0.722222222,66.97142857,63.94285714,23.54285714,52.54285714,0.448,6.428571429,16.85714286,0.381,13.45714286,19.54285714,9.514285714,29.62857143,14.57142857,5.542857143,1.314285714,11.14285714,17.74285714
"Washington, DC",1,2,2,2013,Miami (FL),1,3,Marquette,1,0,0.743,14.04,8.58,0.777777778,68.05714286,62.6,24.05714286,52.68571429,0.457,4.2,14.2,0.296,15.74285714,21.57142857,11.94285714,31.88571429,13.8,6.6,3.514285714,13.45714286,16.85714286,0.806,16.99,7.88,0.933333333,69.69444444,60.58333333,24.86111111,54.66666667,0.455,36.28571429,19.47222222,0.362,12.91666667,18.88888889,9.916666667,32.75,11.33333333,6.194444444,22.71428571,10.47222222,14.58333333
"Philadelphia, PA",2,0,2,2013,Georgetown,1,15,Florida Gulf Coast,0,0,0.703,2.76,-2.07,0.722222222,72.86486486,66.72972973,26.37837838,57.08108108,0.462,6.675675676,19.51351351,0.342,13.43243243,19.89189189,11.14705882,33.13513514,14.13513514,8.945945946,3.756756757,14.72972973,17.54054054,0.781,15.84,7.59,0.941176471,64.6875,56.4375,23.03125,50.84375,0.453,27,16.75,0.353,12.71875,18.71875,9.28125,29.96875,14.8125,7.5,17.57142857,12.71875,17.375
"Los Angeles, CA",0,2,2,2013,Ohio State,1,6,Arizona,1,1,0.771,17.3,7.47,0.666666667,73.42857143,63.6,25.14285714,55.22857143,0.455,7.685714286,20.71428571,0.371,15.45714286,20.62857143,10.81578947,33.48571429,13.6,6.685714286,3.828571429,13.08571429,16.68571429,0.784,20.19,9.32,0.888888889,70.24324324,59.37837838,25.08108108,55.59459459,0.451,28.375,17.24324324,0.356,13.94594595,19.7027027,10.21621622,32.94594595,13.32432432,6.702702703,20.25,10.18918919,15.94594595
"Dayton, OH",1,0,2,2013,Ohio State,1,10,Iowa State,1,1,0.657,14.5,6.13,0.611111111,79.4,71.02857143,27.48571429,60.31428571,0.456,9.885714286,26.4,0.374,14.54285714,19.88571429,12.05714286,35.37142857,16,6.371428571,2.771428571,13.14285714,16.94285714,0.784,20.19,9.32,0.888888889,70.24324324,59.37837838,25.08108108,55.59459459,0.451,28.375,17.24324324,0.356,13.94594595,19.7027027,10.21621622,32.94594595,13.32432432,6.702702703,20.25,10.18918919,15.94594595
"Austin, TX",2,2,2,2013,Miami (FL),1,7,Illinois,1,0,0.639,13.23,10.08,0.444444444,68.47222222,64.77777778,23.83333333,57.88888889,0.412,7.777777778,24.25,0.321,13.02777778,17.94444444,11.86111111,30.5,10.13888889,6.805555556,3.944444444,11.41666667,18,0.806,16.99,7.88,0.933333333,69.69444444,60.58333333,24.86111111,54.66666667,0.455,36.28571429,19.47222222,0.362,12.91666667,18.88888889,9.916666667,32.75,11.33333333,6.194444444,22.71428571,10.47222222,14.58333333
